series,model,true,fcast_50,fcast_avg,fcast_05,fcast_95,yar,yhw,ysvm,ylstm,ymlp,yrf,yxgb,yarima
0,AR,23,17.78069642150377,18.278303255790497,10.123388894705442,30.58107330126662,19.870887562332893,22.161711240175876,21.842059897418416,21.274111233553036,19.283253717306927,29.149858117076903,34.04430235682776,-1
1,AR,21,20.431126668815608,21.03685104228922,15.61408449051386,29.183776282226628,19.970790805589015,19.777858003400716,19.69482083025922,19.7303974068236,18.933204830737836,19.993100253314257,19.982336789505627,-1
2,AR,25,24.208777931753772,26.356519081039306,13.252003415135926,44.24799885683348,13.36919110354495,13.804777791713644,14.391761621160033,14.493523643423588,12.472356116984248,18.609335735548523,21.937103608987456,-1
3,AR,18,14.863067431372118,15.570071747446043,7.600702826413442,26.40360817072313,18.890588409981333,19.842333799902256,20.30241095891839,19.27184313917769,17.32384079577747,23.285849311440092,25.05784430902774,-1
4,AR,17,16.339335483825007,17.04337007163727,12.130953733935298,23.917360405438036,22.859204726236417,24.308959408893987,23.788727899338518,24.437144911744976,23.982739174403513,29.10452755666241,33.13096316570441,-1
5,AR,15,13.236806997988625,15.147467636822523,6.309128242055416,31.40101754612233,10.977202525465549,12.082922630629628,11.87453529875241,11.08077243484588,10.393408324495597,15.524321902422306,20.295482850535972,-1
6,AR,16,12.07988930910243,13.397122134480785,6.9867310441301,25.25506374881412,11.464878360405672,12.774924001515089,12.441281727120712,12.388450366361226,11.984232852927752,16.86207147460956,20.43907343899318,-1
7,AR,12,11.622301664081245,11.945385870200452,7.1646940267167265,17.611226380947855,5.662629659158266,5.889277535016022,5.90295945213329,5.881482095193998,5.836848705884476,6.831865871011412,7.45751888169893,-1
8,AR,25,24.924610296072746,25.160205959359203,16.77164517595857,36.23179275646644,25.118018772755264,25.197553643406113,25.977080988975242,26.483235906655594,26.29743158672275,29.367053804186824,32.29080970428193,-1
9,AR,16,13.375355161123945,14.095547043639575,6.381699388472634,24.21300859416015,9.7110220303329,10.4194600436466,10.38792311721309,11.024687011134576,10.78857362370516,13.040258918229268,14.786436166707672,-1
10,AR,19,18.497297996358483,19.0263758019655,14.113176016962255,25.329631484322448,17.930107835113304,18.70944517280242,18.537082725647508,17.97541834037166,17.377608685253442,20.213601684156266,21.164932416298132,-1
11,AR,12,9.24644499488995,10.413532510038882,4.159415010688646,19.867019437865522,7.859981383760782,9.491897608080363,8.647361078255841,8.261317912554423,8.395285470610386,10.978860114052958,13.531505676375085,-1
12,AR,23,15.44993218868827,18.16074530756773,7.391586170330702,36.487723338042365,20.80007655663659,21.102828993387156,21.67288665041141,23.51251232516157,21.84327628399566,29.653400167836725,36.7639779740087,-1
13,AR,23,20.063640500923402,20.929081589953256,13.178241871917932,31.46988620278616,29.357393662998234,31.401082390966558,32.95078312070221,33.2210547894988,28.688304105363443,41.96962871369943,53.47929328469959,-1
14,AR,25,21.133930092401286,22.018670641733703,13.59526214615196,32.61065347811925,22.577108532941633,23.651754637603137,23.7655180436614,22.096740018584683,21.071360068449398,26.49912012965236,28.065008544404552,-1
15,AR,19,18.72309063923177,20.598517652056326,7.356153325509636,44.040227103412604,36.51310025847238,39.964686878786516,40.861310680283424,38.616323899398694,34.64388598929278,43.86819568313528,50.48876862266876,-1
