series,model,true,fcast_50,fcast_avg,fcast_05,fcast_95,yar,yhw,ysvm,ylstm,ymlp,yrf,yxgb,yarima
0,YW,23,21.442172132174797,24.65712839586855,10.114715598191822,53.368649585569905,18.63046245830685,20.53300436550899,21.186707557281263,19.921155092946773,17.435017467095005,27.235582259122857,31.940078232598236,20.183304775278536
1,YW,21,22.228202533562317,22.790696964058196,15.033833807109076,32.18812234127743,26.197419692706827,26.205457624019886,26.804455225532855,26.20659389266762,24.84082950994678,26.355828162814635,26.301674404984592,25.84970312551007
2,YW,25,24.316013780666218,27.039751747616474,11.455525602287754,52.42965995897343,19.92506376545204,20.87175720748019,21.61308511410961,21.644831187527085,21.166130635644087,27.686352460803715,32.633887296779285,20.802245350222496
3,YW,18,20.15821951327478,23.826028884231118,8.316791639900009,48.75495443544816,15.074717984403833,15.62756316871019,16.217010567143383,15.32452718819174,14.84385487050861,18.522815796244252,19.996968756804414,13.888448338288214
4,YW,17,17.98485727670155,18.23265588224112,10.028155861899375,28.898908113986813,14.755126703264228,15.562589272370722,15.72966158584105,15.724861791956375,14.993484465978586,18.61262146270164,21.29757030218501,16.249898279345654
5,YW,15,13.325424918263924,15.513032079153993,5.873914042008375,31.046886289512177,6.026458638060201,6.492438058258379,6.507893009940867,6.0447469514134236,6.286161130593387,8.427748114244318,11.084351270932654,6.386629308650473
6,YW,16,14.76381715138953,17.234776974180974,6.232214999890158,36.33286679901445,16.946042344566983,19.20480208445845,18.518319248021918,18.51770045853549,15.437021346472427,24.84745502945625,30.397160651051337,18.954043302765214
7,YW,12,12.080708539589923,13.102568508873997,5.129096136951996,25.488289561265375,4.975541045000088,5.186841704429694,5.280499773916043,5.171904680256349,5.188679311021239,5.983900503883592,6.570842313140704,4.723067699613776
8,YW,25,23.22749622052286,25.508710948837646,15.039027446257602,40.70000700455486,18.84349780922109,19.03543895852227,19.55345665879784,19.87452883118001,19.153452537621547,21.93746243912607,24.24634838589068,20.079919037623174
9,YW,16,13.09330980798162,15.077474138539344,4.700695528259392,30.863013223577507,6.293203934280676,6.848927803941155,6.748828206022568,7.178774321558398,6.593832620990585,8.42408635824712,9.610562863250237,6.577032008764992
10,YW,19,19.88161701734266,20.590322609472693,13.763353021316396,29.255925415969998,26.113445959634756,26.6134391713,26.707485321893273,26.105530999331375,26.35779952242651,29.191786963873515,30.713719308965793,26.385023443786277
11,YW,12,10.643842523678439,12.51692351928904,4.36443855826402,28.119395384238512,6.460268737329865,7.569500567200211,6.890113636947095,6.744121291859748,7.018208775373755,8.883894827931865,11.04600747041661,6.181785217319706
12,YW,23,20.049648289141142,22.637283325449683,6.759914294959066,46.629398326609646,22.565525650593045,22.824701813506756,24.16231087207051,25.403787503066475,21.81407171974666,32.26963662094758,40.15281935831572,23.373606456888236
13,YW,23,23.485705479952465,25.808051162511433,11.216414971089259,50.05284249833327,20.594169728319695,22.63918706564252,24.103102433329944,23.45873478537287,23.48711223828611,29.739024755479054,37.859005082741625,22.147750689126507
14,YW,25,24.730143397726625,25.852612541759218,12.837789095183457,44.774606439120035,40.417243964063836,42.48142010859861,41.96884104491074,39.34723602427293,40.468669404933344,47.278925047317784,50.15798425593557,38.861106259582165
15,YW,19,22.425798594172793,29.682890243852025,6.838269423859194,83.26906201507829,24.958897903024944,26.561919373631632,27.423339738304907,25.66748037684461,24.140984239216607,29.063517111208448,33.51957101564739,24.443274174285584
16,YW,18,17.46144804325954,20.212868089953144,8.452363442205213,46.4955764853309,19.65746388749161,20.964212650908202,21.517354714398387,20.461523711262515,20.6753386209211,23.739780802721583,27.423566735621087,18.85409220776949
17,YW,13,12.343806471864292,16.33322129825522,4.378582318919244,35.74548289136422,7.482137305436355,7.846135475892934,8.318545919931118,7.5698159450862255,7.562615209821159,10.54512362936494,12.167155107365131,8.712943390889366
18,YW,14,15.936098485326013,17.975919100410653,5.918230495249336,37.588092850403456,37.186565275287045,39.76861581021208,38.26163707168276,38.57247970124175,39.12040934713787,47.9594354934379,55.58310204075592,36.92861204235291
19,YW,10,11.105109720959351,12.651974262842042,4.4591739242133075,23.480750704290735,5.925309477785197,6.03921551329676,7.385931783001501,6.3634094146383955,6.966226837328038,6.928385621218827,8.521601672917658,6.736764405613428
20,YW,24,26.59197612511758,28.50245752777581,13.007807511386053,50.22232672485576,33.78919456262449,35.05323692086307,34.80089570340342,35.9152863877604,34.29295901257938,39.24363169336656,42.79964637540215,37.48658336241841
21,YW,24,23.360951741089227,29.126355336994123,4.978668479062079,77.73857395956115,16.229545519002425,18.407559965158953,16.886563293746008,17.62187943019341,16.089030109206846,21.206995486423878,22.97961626842602,15.43250191749344
22,YW,31,30.00884409016368,32.165623021764965,19.751857903417125,51.84892789788703,24.768624046995413,24.565627495355958,25.035993402044717,24.773454321942452,25.105671271963054,25.179335354896807,24.35636007021569,24.090168241102557
23,YW,16,16.60403669674664,17.44430045620455,9.44050434064749,27.180167030993317,10.109506516963092,10.984797556641531,11.036993925717537,10.430195559541781,9.288667225357226,12.524666723806977,14.732487601183607,10.871288083572985
