series,model,true,fcast_50,fcast_avg,fcast_05,fcast_95,yar,yhw,ysvm,ylstm,ymlp,yrf,yxgb,yarima
0,AR,23,17.780696421503766,18.278303255790497,10.123388894705442,30.581073301266617,19.870887562332893,22.161711239286042,21.84205989741842,21.29310407914964,24.577354937812988,29.1498581170769,34.04430235682776,16.76766010346556
1,AR,21,20.431126668815608,21.03685104228922,15.614084490513859,29.183776282226628,19.97079080558902,19.77785800614289,19.694820830259225,19.782428033103695,20.11099812441001,19.993100253314257,19.982336789505627,21.127550001033075
2,AR,25,24.20877793175377,26.356519081039306,13.252003415135926,44.24799885683349,13.36919110354495,13.804777794750757,14.39176162116003,14.455848527351717,13.211908749408929,18.609335735548523,21.937103608987456,13.166936133684533
3,AR,18,14.863067431372118,15.570071747446043,7.600702826413442,26.403608170723125,18.890588409981333,19.842333802073465,20.30241095891839,19.285758984791855,19.158939901040572,23.28584931144009,25.05784430902774,22.310929936396604
4,AR,17,16.339335483825007,17.04337007163727,12.130953733935298,23.917360405438036,22.859204726236417,24.30895940490275,23.788727899338515,24.427907660637405,24.09093723057078,29.10452755666241,33.13096316570441,24.24972156483165
5,AR,15,13.236806997988625,15.147467636822523,6.309128242055416,31.401017546122326,10.977202525465549,12.082922633240877,11.87453529875241,11.044984663870808,9.75107521771736,15.524321902422306,20.295482850535972,8.567647323451643
6,AR,16,12.079889309102429,13.397122134480785,6.986731044130101,25.255063748814123,11.464878360405672,12.774924008229215,12.441281727120714,12.320580628541947,12.454819323868373,16.862071474609564,20.43907343899318,13.650274759633483
7,AR,12,11.622301664081245,11.945385870200452,7.1646940267167265,17.611226380947855,5.662629659158265,5.889277532474032,5.902959452133289,5.871828259279158,6.177051388681023,6.831865871011412,7.45751888169893,5.837387046442113
8,AR,25,24.924610296072757,25.160205959359217,16.771645175958582,36.231792756466454,25.118018772755274,25.197553655767315,25.977080988975253,26.475260305379315,25.794647022335223,29.36705380418684,32.29080970428195,25.54956623053868
9,AR,16,13.375355161123945,14.095547043639575,6.381699388472634,24.213008594160147,9.7110220303329,10.419460036477801,10.38792311721309,10.993764934678206,10.587599724457032,13.040258918229268,14.786436166707672,10.41361125963185
10,AR,19,18.497297996358483,19.0263758019655,14.113176016962255,25.32963148432245,17.930107835113304,18.709445178307032,18.537082725647508,17.99159887146087,17.157860135125983,20.213601684156266,21.164932416298132,18.346161565004195
11,AR,12,9.24644499488995,10.413532510038888,4.159415010688646,19.867019437865526,7.859981383760788,9.491897589328227,8.647361078255848,8.26186146306683,8.864491848946479,10.978860114052969,13.531505676375097,8.878275199720242
12,AR,23,15.44993218868827,18.16074530756773,7.391586170330702,36.487723338042365,20.80007655663659,21.102828962264926,21.672886650411414,23.11971952332232,22.171809124990357,29.653400167836725,36.763977974008704,21.464399062368948
13,AR,23,20.063640500923402,20.929081589953256,13.178241871917932,31.469886202786157,29.357393662998234,31.40108239095519,32.95078312070221,33.179798777436375,33.069017385688234,41.96962871369943,53.47929328469959,29.79126594597266
