series,model,true,fcast_50,fcast_avg,fcast_05,fcast_95,yar,yhw,ysvm,ylstm,ymlp,yrf,yxgb,yarima
0,AR,23,18.751956847905895,20.909103862880293,9.922684674532684,38.36033453724319,21.488634858535455,23.68305320272553,24.437886602213716,22.989031809469747,23.76291471729958,31.413899876916187,36.840131050388095,-1
1,AR,21,21.39273587795614,21.889785832533597,15.16389514879665,29.166771227187194,22.90880826618168,22.91583718084074,23.439641485460232,22.887902882590677,22.279647420680405,23.047331422737024,22.999975688104616,-1
2,AR,25,26.599713833371553,26.53452179135434,15.235529277292986,38.2939704380088,23.169780544441196,24.27063921936731,25.132689404514306,25.169097478201937,23.985916984561133,32.19496399831562,37.94818505371288,-1
3,AR,18,19.57457589984741,20.460017916301826,8.23461165323926,44.77921162022634,25.84966279128407,26.79766471111367,27.808430982062273,26.378355745487198,25.43334735569694,31.762354876114756,34.29018703673479,-1
4,AR,17,16.68697946231315,17.45715527632651,11.591478193297862,25.44338488623783,14.382077346071277,15.16912508591739,15.331973361167085,15.320457230594018,15.276341174575757,18.14204424489975,20.75911034377313,-1
5,AR,15,13.39528145494228,14.640144270883647,7.082378403361522,29.99779567444264,8.153479871442618,8.783925392648838,8.804670252004158,8.21024455448931,8.28444456613713,11.40229755782373,14.996541153502227,-1
6,AR,16,13.925100386798793,15.688828511428474,7.555403229153788,30.374164839287147,9.650618808505124,10.936962179214301,10.546016373797125,10.557825310017577,9.253297461562568,14.15040231665862,17.31090978881204,-1
7,AR,12,11.678951452988033,12.286536708924027,6.462438053361444,20.462051911403606,9.228938666899484,9.620872088100846,9.794980983420565,9.599155191003565,9.506651075805536,11.099305631227011,12.188001294609446,-1
8,AR,25,24.162756436526323,24.556132865713572,15.977775741133886,33.83094577478052,22.325036897290026,22.55244124034995,23.166168287694745,23.544117105696134,23.233869710136084,25.990644801982643,28.72612228472103,-1
9,AR,16,13.513367862895464,14.79172295787188,6.81021165855556,24.868643670855597,7.061044247415593,7.684572560496739,7.572259707229503,7.8843366711209635,7.043179592527322,9.451917837210846,10.783157566263677,-1
10,AR,19,19.52768896177238,19.44260732082292,12.86068242818879,24.808776320427103,17.952580980417864,18.296318403504596,18.360973644219747,17.98301163996341,17.424712466612746,20.06889172122789,21.115196131385808,-1
11,AR,12,10.802242883001092,11.632227512044707,4.393138447165351,21.94869130088826,7.27534323081025,8.52452381647455,7.759420489494243,7.616426817356094,7.006965487406929,10.004751617552422,12.439652117411836,-1
12,AR,23,18.227351305727574,19.6447955023206,7.331395851421669,38.207759307919744,11.618051953190031,11.751490995221866,12.440170345132906,12.929236660838583,13.237013960821763,16.614295655145956,20.673019037768633,-1
13,AR,23,20.269014774147596,21.66115266548369,14.82861576369757,30.878267364348773,20.938424328172452,23.01762641717644,24.506797148826884,23.928459993181487,24.498940834410142,30.236145843741735,38.491860731574135,-1
14,AR,25,21.035351582835045,22.92079302632385,12.801670506244788,36.35826752282077,18.225645900092772,19.156460072359426,18.925319014872116,17.69101622652755,18.48452551960733,21.31983435623651,22.618109758397132,-1
15,AR,19,18.717846274221525,22.204288316853678,7.034690502310175,43.70378733695197,52.22488308024941,55.57910205269119,57.38156857195824,53.6950376608932,59.20244968383058,60.81353387201165,70.1375390850146,-1
16,AR,18,19.720046799851254,20.78767532647809,10.664130370631254,40.506170472141044,27.133862020295897,28.937611519451806,29.701132211351172,28.208196476355866,27.519152179578917,32.76882208101129,37.85367635253334,-1
17,AR,13,10.595181273283208,13.259461831213612,5.042974918004552,31.035935198653753,15.784367373634922,16.55226037148771,17.54886063361105,16.094729209809046,14.810508494335824,22.246064001706735,25.667912558502486,-1
18,AR,14,15.43484155050753,17.410730820531835,7.835194723528127,33.9578882443178,14.11491835264965,15.094988230388605,14.522983752533367,14.54341807995506,14.76205640670969,18.203980690814642,21.09769862541327,-1
19,AR,10,10.851100595119455,10.903517073296902,3.5091293243878674,19.801810487969398,8.258741452997505,8.417504556233773,10.294631768746637,8.879333443088663,7.7081901878579195,9.656836617030134,11.877473277288509,-1
20,AR,24,24.591903944788708,24.84639090462775,14.2393451362711,37.50638342091934,28.54635112441712,29.614260480099972,29.401073362442716,30.397449250289842,27.93210876329805,33.15445970870554,36.158711364625624,-1
21,AR,24,16.54958850721154,20.888513133137835,5.466189403194585,53.24935577747137,25.82645387279911,29.29237900065254,26.87198156383375,27.985287358222564,21.645553652042956,33.74718596213965,36.56799870805057,-1
22,AR,31,28.02521457175313,29.67718498512022,19.832737642247626,43.72875212904322,26.894038538643027,26.673622698318407,27.18435106166024,27.00710317735892,26.20244662950277,27.339993296646487,26.446397876062374,-1
23,AR,16,15.950792527023582,16.406951015906667,8.853426949113315,25.618936603861524,17.50015731753302,19.015338188854244,19.10569320951736,18.02094869493213,18.65857961323588,21.680943342636667,25.50281265131104,-1
24,AR,14,11.013579841698046,14.837815400907663,4.776289014143269,35.65094579962622,6.249241939155111,7.658192142345622,8.689010423189526,7.286526047535368,6.370707886979197,12.916559940259322,20.230648357700947,-1
25,AR,17,16.230010462026776,17.008745407640305,8.932197999573429,27.665136607253032,19.796676946472992,20.5071807664861,20.459068911911604,19.867364677265382,19.34313119352773,23.98804306905895,26.65784245014216,-1
26,AR,14,13.031032897407622,13.875410049703113,7.627373310746182,24.283862040288557,9.944173555110995,10.472108198819011,10.629435938704145,10.334588502900145,9.714436515523973,12.778375265689872,15.195082474268512,-1
27,AR,16,16.627340894824563,19.107978034196165,9.215838990802464,34.22726556216641,29.068177758570933,32.41202034533068,32.1164121248464,28.57946340256439,30.33780811483657,33.25462363065061,34.031687161895206,-1
28,AR,10,9.26639344004377,9.482621234192436,5.0799820343607625,15.021378732989383,4.127728138444237,4.333359108520318,4.29644402980183,4.069660757623662,4.0705362776412475,4.8602663784476,5.630655897883627,-1
29,AR,21,16.4568487639469,19.228088739893767,7.195274539382498,40.73911369055417,11.542140293205742,13.150904514490994,12.792583521558585,12.359377355377298,12.281702547197792,15.418865879863873,17.118871480201243,-1
30,AR,9,9.07131335682278,9.110966713857646,6.172303400494285,12.730089975567902,5.782187245336816,5.874847613658926,5.465491758615386,5.738804515050149,5.999036025159356,5.9611011144680575,5.990016744430701,-1
31,AR,12,8.81951408749334,10.673437106229315,4.799389434342541,22.112396228417243,7.073091621197333,9.09354272007346,8.433945721710138,8.789253657772814,6.789192019348297,11.829031427150223,16.070475080084822,-1
32,AR,12,10.953008954012018,12.036609024336169,7.809830254712057,20.810466476972753,13.734424301495286,14.674113320983196,13.957123291757323,14.585250855316145,14.295265243653073,14.213592182332512,13.970935308511335,-1
33,AR,23,20.365011449936624,21.646585835325524,11.499378132138974,35.52084464088352,24.9811004077408,25.607345285767234,26.960697138235833,25.061647468286314,26.054989563026233,30.36753863950073,33.272982820536846,-1
34,AR,11,10.096606333143395,11.381117302050422,5.239723712452922,21.89980498420907,9.737756311836831,10.267724741329761,10.723348513864705,10.294379016684283,10.713839013434828,11.353957991732324,12.996530905025892,-1
