series,model,true,fcast_50,fcast_avg,fcast_05,fcast_95,yar,yhw,ysvm,ylstm,ymlp,yrf,yxgb,yarima
0,AR,23,20.62395929886582,20.440911549009137,16.549800027626517,24.248007563911813,0,0,0,0,0,0,0,0
1,AR,21,21.601938976729702,21.48192692206298,19.742134306594053,23.324151567908185,0,0,0,0,0,0,0,0
2,AR,25,24.474945311114894,24.783078039803193,20.82654308636724,30.113413864102885,0,0,0,0,0,0,0,0
3,AR,18,18.610655896208517,18.413126881456932,15.085702790611224,22.229231576055167,0,0,0,0,0,0,0,0
4,AR,17,16.917696864467974,16.967676167390696,15.269446067717702,18.8090378079154,0,0,0,0,0,0,0,0
5,AR,15,13.26457239767897,13.434307367976762,11.071327511901382,15.982182121994766,0,0,0,0,0,0,0,0
6,AR,16,13.577465985439481,13.481684958485667,10.415747715955256,16.06294016774064,0,0,0,0,0,0,0,0
7,AR,12,11.412848778501102,11.518440407369669,9.841836153350494,13.210060047776915,0,0,0,0,0,0,0,0
8,AR,25,24.21055189661315,24.285196141535078,21.474204213670767,26.584532322504973,0,0,0,0,0,0,0,0
9,AR,16,12.343759171914945,12.650105810263627,10.069835393581252,16.19959576003509,0,0,0,0,0,0,0,0
10,AR,19,19.4648757320122,19.357923762032385,17.932169782045715,20.83071401434576,0,0,0,0,0,0,0,0
11,AR,12,10.547044836485341,10.774255794604878,8.265632419528302,13.973680395889987,0,0,0,0,0,0,0,0
12,AR,23,17.135684069849024,17.06909307240558,12.893382736527595,22.409070862282892,0,0,0,0,0,0,0,0
13,AR,23,20.65919498397217,20.778905748407226,18.22313042317396,23.53540449614564,0,0,0,0,0,0,0,0
14,AR,25,21.553916823309084,21.629929399486954,19.2488363237369,24.36766176305295,0,0,0,0,0,0,0,0
15,AR,19,19.473748543898516,19.622186641920234,14.894712713793057,25.188974934730986,0,0,0,0,0,0,0,0
16,AR,18,18.800610600891435,18.74603017304505,15.493279562355749,22.260790985929795,0,0,0,0,0,0,0,0
17,AR,13,12.23716740602844,12.255398692992145,9.296737976421792,15.10239553567215,0,0,0,0,0,0,0,0
18,AR,14,15.633881721071754,15.677643064776545,12.137366520918725,19.25949127999026,0,0,0,0,0,0,0,0
19,AR,10,10.28152782920381,10.306883824038453,8.42097699953816,12.940689930482833,0,0,0,0,0,0,0,0
20,AR,24,24.2883673628834,24.196737150975537,20.103172871330024,28.426839035496997,0,0,0,0,0,0,0,0
21,AR,24,18.256304873505425,18.388256039314754,13.291302919498127,23.73573733435263,0,0,0,0,0,0,0,0
22,AR,31,29.436787629706274,29.235151228965016,25.540340364789742,32.065121230058416,0,0,0,0,0,0,0,0
23,AR,16,15.450446852690817,15.459720693607066,13.310568708363084,17.754419679464537,0,0,0,0,0,0,0,0
24,AR,14,12.39895552439855,12.60361585315797,8.96496352358444,16.130188941123556,0,0,0,0,0,0,0,0
25,AR,17,16.23428341468762,16.092663914453556,13.416302127260712,18.279273441269947,0,0,0,0,0,0,0,0
26,AR,14,13.281254654467672,13.203275257299268,11.41144253134634,15.26039657060079,0,0,0,0,0,0,0,0
27,AR,16,16.38419581837458,16.645664225846055,13.766975362546134,20.0726981293246,0,0,0,0,0,0,0,0
28,AR,10,9.239494130634517,9.322451334886424,7.41318861926605,11.245732466629283,0,0,0,0,0,0,0,0
29,AR,21,13.558481491028259,14.066144412221341,9.97977741671021,18.7934186759632,0,0,0,0,0,0,0,0
30,AR,9,9.1801580786911,9.331379812847718,8.464261364237991,10.410009719016765,0,0,0,0,0,0,0,0
31,AR,12,10.873322549415965,10.752128815460656,8.742422917369568,12.749223471623123,0,0,0,0,0,0,0,0
32,AR,12,11.67951047295465,11.64523954036349,9.507783362856914,13.709834991653551,0,0,0,0,0,0,0,0
33,AR,23,20.571762659945065,20.850672351062236,17.985211697232188,24.832652912004615,0,0,0,0,0,0,0,0
34,AR,11,10.096606333143395,10.27310055373304,8.503352917792908,12.392713391632292,0,0,0,0,0,0,0,0
35,AR,17,17.24996235939736,17.29668519655638,15.942120959007225,18.816858120023248,0,0,0,0,0,0,0,0
36,AR,27,29.2784526665315,29.44944359228007,27.02939581667687,32.52461546167658,0,0,0,0,0,0,0,0
37,AR,22,18.625060834974157,18.65197380829586,15.109916538427981,22.059176359606692,0,0,0,0,0,0,0,0
38,AR,16,17.220250952283504,17.30853429796812,13.386515751405035,23.038704281549062,0,0,0,0,0,0,0,0
39,AR,20,17.846181289411383,17.78508737169687,14.077468627899759,21.36766335265794,0,0,0,0,0,0,0,0
40,AR,12,11.711839955980992,11.9368923867158,9.228978435052142,14.839273458606643,0,0,0,0,0,0,0,0
41,AR,10,10.013254050393943,9.884222186357814,8.230469294045031,11.264444331457836,0,0,0,0,0,0,0,0
42,AR,16,15.327740438688233,15.395647130664974,13.704306047382152,17.48918276487289,0,0,0,0,0,0,0,0
43,AR,23,20.670119033408298,20.649858252972276,17.832904858204977,23.586937696234312,0,0,0,0,0,0,0,0
44,AR,13,13.98285055536468,13.971776861297133,12.24050229844374,15.57312071479194,0,0,0,0,0,0,0,0
45,AR,15,12.807623595691199,12.844746599591842,10.821013122932152,14.94775658681604,0,0,0,0,0,0,0,0
46,AR,18,17.677327522766298,17.70764361810795,16.321222204441135,19.408887401308203,0,0,0,0,0,0,0,0
47,AR,5,4.741408939654642,4.765395087258731,4.046907207468302,5.70143984559938,0,0,0,0,0,0,0,0
48,AR,12,11.642832206259973,11.715149279400256,10.111568782448419,13.437818270462488,0,0,0,0,0,0,0,0
49,AR,19,16.96138965254112,16.89211491837553,14.521377408052121,18.876766143358793,0,0,0,0,0,0,0,0
50,AR,26,21.57369478890889,21.802294968095683,18.88212220611619,24.92134765380161,0,0,0,0,0,0,0,0
51,AR,15,12.8866525666972,13.101237814312755,11.528856474732443,15.198537872721651,0,0,0,0,0,0,0,0
