series,model,true,fcast_50,fcast_avg,fcast_05,fcast_95,yar,yhw,ysvm,ylstm,ymlp,yrf,yxgb,yarima
0,AR,23,17.780696421503766,18.278303255790497,10.123388894705442,30.581073301266617,19.870887562332893,22.161711239286042,21.84205989741842,21.262907500355578,23.222288540073322,29.1498581170769,34.04430235682776,-1
1,AR,21,20.431126668815608,21.03685104228922,15.614084490513859,29.183776282226628,19.97079080558902,19.77785800614289,19.694820830259225,19.742209300461106,20.15777538458375,19.993100253314257,19.982336789505627,-1
2,AR,25,24.20877793175377,26.356519081039306,13.252003415135926,44.24799885683349,13.36919110354495,13.804777794750757,14.39176162116003,14.497755178677014,14.508319821689758,18.609335735548523,21.937103608987456,-1
3,AR,18,14.863067431372118,15.570071747446043,7.600702826413442,26.403608170723125,18.890588409981333,19.842333802073465,20.30241095891839,19.214219871886947,19.383184013470608,23.28584931144009,25.05784430902774,-1
4,AR,17,16.339335483825007,17.04337007163727,12.130953733935298,23.917360405438036,22.859204726236417,24.30895940490275,23.788727899338515,24.387463405736053,24.160063860187716,29.10452755666241,33.13096316570441,-1
5,AR,15,13.236806997988625,15.147467636822523,6.309128242055416,31.401017546122326,10.977202525465549,12.082922633240877,11.87453529875241,11.009254260438906,10.109256298773548,15.524321902422306,20.295482850535972,-1
6,AR,16,12.079889309102429,13.397122134480785,6.986731044130101,25.255063748814123,11.464878360405672,12.774924008229215,12.441281727120714,12.365231056637407,10.389208699110824,16.862071474609564,20.43907343899318,-1
7,AR,12,11.622301664081245,11.945385870200452,7.1646940267167265,17.611226380947855,5.662629659158265,5.889277532474032,5.902959452133289,5.855276633609323,5.965740293701521,6.831865871011412,7.45751888169893,-1
8,AR,25,24.924610296072757,25.160205959359217,16.771645175958582,36.231792756466454,25.118018772755274,25.197553655767315,25.977080988975253,26.459212832402883,24.09160175982476,29.36705380418684,32.29080970428195,-1
9,AR,16,13.375355161123945,14.095547043639575,6.381699388472634,24.213008594160147,9.7110220303329,10.419460036477801,10.38792311721309,10.96943706237929,10.713992001689803,13.040258918229268,14.786436166707672,-1
10,AR,19,18.497297996358483,19.0263758019655,14.113176016962255,25.32963148432245,17.930107835113304,18.709445178307032,18.537082725647508,17.97720470066407,17.81130442154465,20.213601684156266,21.164932416298132,-1
11,AR,12,9.24644499488995,10.413532510038888,4.159415010688646,19.867019437865526,7.859981383760788,9.491897589328227,8.647361078255848,8.259077193446528,8.076832219950607,10.978860114052969,13.531505676375097,-1
12,AR,23,15.44993218868827,18.16074530756773,7.391586170330702,36.487723338042365,20.80007655663659,21.102828962264926,21.672886650411414,23.29521745512694,19.685141353712407,29.653400167836725,36.763977974008704,-1
