idserie,month,periodo,val
24,20-Oct,21,12
24,20-Nov,22,13
24,20-Dec,23,13
24,21-Jan,24,12
24,21-Feb,25,11
24,21-Mar,26,12
24,21-Apr,27,12
24,21-May,28,13
24,21-Jun,29,12
24,21-Jul,30,12
24,21-Aug,31,13
24,21-Sep,32,12
24,21-Oct,33,14
24,21-Nov,34,12
24,21-Dec,35,17
24,22-Jan,36,13
24,22-Feb,37,11
24,22-Mar,38,12
24,22-Apr,39,14
24,22-May,40,13
24,22-Jun,41,13
24,22-Jul,42,15
24,22-Aug,43,13
24,22-Sep,44,14
24,22-Oct,45,15
24,22-Nov,46,15
24,22-Dec,47,17
25,19-Jan,0,13
25,19-Feb,1,13
25,19-Mar,2,13
25,19-Apr,3,14
25,19-May,4,13
25,19-Jun,5,14
25,19-Jul,6,14
25,19-Aug,7,13
25,19-Sep,8,14
25,19-Oct,9,15
25,19-Nov,10,15
25,19-Dec,11,17
25,20-Jan,12,14
25,20-Feb,13,14
25,20-Mar,14,15
25,20-Apr,15,15
25,20-May,16,15
25,20-Jun,17,15
25,20-Jul,18,15
25,20-Aug,19,15
25,20-Sep,20,15
25,20-Oct,21,16
25,20-Nov,22,16
25,20-Dec,23,17
25,21-Jan,24,16
25,21-Feb,25,15
25,21-Mar,26,15
25,21-Apr,27,16
25,21-May,28,16
25,21-Jun,29,16
25,21-Jul,30,16
25,21-Aug,31,16
25,21-Sep,32,18
25,21-Oct,33,18
25,21-Nov,34,18
25,21-Dec,35,20
25,22-Jan,36,18
25,22-Feb,37,17
25,22-Mar,38,17
25,22-Apr,39,16
25,22-May,40,17
25,22-Jun,41,18
25,22-Jul,42,17
25,22-Aug,43,17
25,22-Sep,44,17
25,22-Oct,45,19
25,22-Nov,46,19
25,22-Dec,47,19
26,19-Jan,0,14
26,19-Feb,1,13
26,19-Mar,2,13
26,19-Apr,3,14
26,19-May,4,14
26,19-Jun,5,13
26,19-Jul,6,13
26,19-Aug,7,13
26,19-Sep,8,13
26,19-Oct,9,14
26,19-Nov,10,14
26,19-Dec,11,15
26,20-Jan,12,14
26,20-Feb,13,13
26,20-Mar,14,13
26,20-Apr,15,13
26,20-May,16,14
26,20-Jun,17,14
26,20-Jul,18,15
26,20-Aug,19,14
26,20-Sep,20,14
26,20-Oct,21,15
26,20-Nov,22,14
26,20-Dec,23,16
26,21-Jan,24,13
26,21-Feb,25,13
26,21-Mar,26,14
26,21-Apr,27,14
26,21-May,28,14
26,21-Jun,29,14
26,21-Jul,30,14
26,21-Aug,31,13
26,21-Sep,32,14
26,21-Oct,33,15
26,21-Nov,34,14
26,21-Dec,35,16
26,22-Jan,36,14
26,22-Feb,37,14
26,22-Mar,38,14
26,22-Apr,39,14
26,22-May,40,14
26,22-Jun,41,14
26,22-Jul,42,15
26,22-Aug,43,14
26,22-Sep,44,14
26,22-Oct,45,14
26,22-Nov,46,15
26,22-Dec,47,17
27,19-Jan,0,11
27,19-Feb,1,11
27,19-Mar,2,12
27,19-Apr,3,12
27,19-May,4,11
27,19-Jun,5,13
27,19-Jul,6,13
27,19-Aug,7,12
27,19-Sep,8,13
27,19-Oct,9,13
27,19-Nov,10,12
27,19-Dec,11,13
27,20-Jan,12,12
27,20-Feb,13,12
27,20-Mar,14,12
27,20-Apr,15,13
27,20-May,16,13
27,20-Jun,17,14
27,20-Jul,18,13
27,20-Aug,19,14
27,20-Sep,20,13
27,20-Oct,21,14
27,20-Nov,22,14
27,20-Dec,23,15
27,21-Jan,24,14
27,21-Feb,25,14
27,21-Mar,26,15
27,21-Apr,27,15
27,21-May,28,14
27,21-Jun,29,15
27,21-Jul,30,14
27,21-Aug,31,15
27,21-Sep,32,15
27,21-Oct,33,17
27,21-Nov,34,17
27,21-Dec,35,18
27,22-Jan,36,15
27,22-Feb,37,14
27,22-Mar,38,15
27,22-Apr,39,14
27,22-May,40,15
27,22-Jun,41,17
27,22-Jul,42,17
27,22-Aug,43,17
27,22-Sep,44,16
27,22-Oct,45,16
27,22-Nov,46,17
27,22-Dec,47,19
28,19-Jan,0,10
28,19-Feb,1,10
28,19-Mar,2,10
28,19-Apr,3,9
28,19-May,4,10
28,19-Jun,5,10
28,19-Jul,6,10
28,19-Aug,7,10
28,19-Sep,8,10
28,19-Oct,9,11
28,19-Nov,10,11
28,19-Dec,11,12
28,20-Jan,12,10
28,20-Feb,13,10
28,20-Mar,14,10
28,20-Apr,15,10
28,20-May,16,10
28,20-Jun,17,11
28,20-Jul,18,11
28,20-Aug,19,11
28,20-Sep,20,11
28,20-Oct,21,11
28,20-Nov,22,11
28,20-Dec,23,11
28,21-Jan,24,11
28,21-Feb,25,10
28,21-Mar,26,10
28,21-Apr,27,10
28,21-May,28,11
28,21-Jun,29,10
28,21-Jul,30,11
28,21-Aug,31,9
28,21-Sep,32,10
28,21-Oct,33,11
28,21-Nov,34,10
28,21-Dec,35,11
28,22-Jan,36,10
28,22-Feb,37,10
28,22-Mar,38,9
28,22-Apr,39,10
28,22-May,40,10
28,22-Jun,41,10
28,22-Jul,42,11
28,22-Aug,43,10
28,22-Sep,44,10
28,22-Oct,45,10
28,22-Nov,46,10
28,22-Dec,47,11
29,19-Jan,0,9
29,19-Feb,1,9
29,19-Mar,2,9
29,19-Apr,3,10
29,19-May,4,10
29,19-Jun,5,10
29,19-Jul,6,11
29,19-Aug,7,10
29,19-Sep,8,12
29,19-Oct,9,11
29,19-Nov,10,12
29,19-Dec,11,14
29,20-Jan,12,13
29,20-Feb,13,11
29,20-Mar,14,11
29,20-Apr,15,12
29,20-May,16,13
29,20-Jun,17,14
29,20-Jul,18,13
29,20-Aug,19,13
29,20-Sep,20,13
29,20-Oct,21,14
29,20-Nov,22,14
29,20-Dec,23,17
29,21-Jan,24,13
29,21-Feb,25,13
29,21-Mar,26,14
29,21-Apr,27,13
29,21-May,28,14
29,21-Jun,29,16
29,21-Jul,30,17
29,21-Aug,31,15
29,21-Sep,32,17
29,21-Oct,33,18
29,21-Nov,34,19
29,21-Dec,35,22
29,22-Jan,36,17
29,22-Feb,37,17
29,22-Mar,38,15
29,22-Apr,39,18
29,22-May,40,16
29,22-Jun,41,17
29,22-Jul,42,20
29,22-Aug,43,19
29,22-Sep,44,21
29,22-Oct,45,21
29,22-Nov,46,22
29,22-Dec,47,22
30,19-Jan,0,14
30,19-Feb,1,13
30,19-Mar,2,13
30,19-Apr,3,12
30,19-May,4,13
30,19-Jun,5,13
30,19-Jul,6,12
30,19-Aug,7,13
30,19-Sep,8,12
30,19-Oct,9,13
30,19-Nov,10,12
30,19-Dec,11,13
30,20-Jan,12,12
30,20-Feb,13,11
30,20-Mar,14,11
30,20-Apr,15,11
30,20-May,16,11
30,20-Jun,17,11
30,20-Jul,18,11
30,20-Aug,19,11
30,20-Sep,20,11
30,20-Oct,21,11
30,20-Nov,22,11
30,20-Dec,23,11
30,21-Jan,24,10
30,21-Feb,25,10
30,21-Mar,26,10
30,21-Apr,27,10
30,21-May,28,10
30,21-Jun,29,10
30,21-Jul,30,10
30,21-Aug,31,9
30,21-Sep,32,9
30,21-Oct,33,9
30,21-Nov,34,9
30,21-Dec,35,9
30,22-Jan,36,9
30,22-Feb,37,9
30,22-Mar,38,9
30,22-Apr,39,9
30,22-May,40,9
30,22-Jun,41,9
30,22-Jul,42,9
30,22-Aug,43,9
30,22-Sep,44,9
30,22-Oct,45,9
30,22-Nov,46,8
30,22-Dec,47,8
31,19-Jan,0,10
31,19-Feb,1,10
31,19-Mar,2,11
31,19-Apr,3,11
31,19-May,4,10
31,19-Jun,5,11
31,19-Jul,6,11
31,19-Aug,7,11
31,19-Sep,8,10
31,19-Oct,9,11
31,19-Nov,10,10
31,19-Dec,11,11
31,20-Jan,12,10
31,20-Feb,13,10
31,20-Mar,14,10
31,20-Apr,15,10
31,20-May,16,10
31,20-Jun,17,12
31,20-Jul,18,12
31,20-Aug,19,11
31,20-Sep,20,11
31,20-Oct,21,12
31,20-Nov,22,11
31,20-Dec,23,11
31,21-Jan,24,11
31,21-Feb,25,10
31,21-Mar,26,11
31,21-Apr,27,10
31,21-May,28,11
31,21-Jun,29,11
31,21-Jul,30,12
31,21-Aug,31,12
31,21-Sep,32,11
31,21-Oct,33,12
31,21-Nov,34,11
31,21-Dec,35,14
31,22-Jan,36,11
31,22-Feb,37,11
31,22-Mar,38,11
31,22-Apr,39,12
31,22-May,40,11
31,22-Jun,41,11
31,22-Jul,42,11
31,22-Aug,43,12
31,22-Sep,44,12
31,22-Oct,45,12
31,22-Nov,46,12
31,22-Dec,47,14
32,19-Jan,0,11
32,19-Feb,1,11
32,19-Mar,2,12
32,19-Apr,3,12
32,19-May,4,11
32,19-Jun,5,12
32,19-Jul,6,12
32,19-Aug,7,11
32,19-Sep,8,11
32,19-Oct,9,12
32,19-Nov,10,12
32,19-Dec,11,14
32,20-Jan,12,11
32,20-Feb,13,11
32,20-Mar,14,11
32,20-Apr,15,11
32,20-May,16,12
32,20-Jun,17,12
32,20-Jul,18,12
32,20-Aug,19,11
32,20-Sep,20,12
32,20-Oct,21,12
32,20-Nov,22,12
32,20-Dec,23,14
32,21-Jan,24,12
32,21-Feb,25,12
32,21-Mar,26,12
32,21-Apr,27,12
32,21-May,28,13
32,21-Jun,29,13
32,21-Jul,30,13
32,21-Aug,31,12
32,21-Sep,32,12
32,21-Oct,33,13
32,21-Nov,34,13
32,21-Dec,35,13
32,22-Jan,36,13
32,22-Feb,37,12
32,22-Mar,38,12
32,22-Apr,39,12
32,22-May,40,12
32,22-Jun,41,13
32,22-Jul,42,13
32,22-Aug,43,14
32,22-Sep,44,12
32,22-Oct,45,14
32,22-Nov,46,12
32,22-Dec,47,14
33,19-Jan,0,15
33,19-Feb,1,15
33,19-Mar,2,15
33,19-Apr,3,15
33,19-May,4,17
33,19-Jun,5,16
33,19-Jul,6,17
33,19-Aug,7,16
33,19-Sep,8,17
33,19-Oct,9,18
33,19-Nov,10,16
33,19-Dec,11,19
33,20-Jan,12,17
33,20-Feb,13,17
33,20-Mar,14,18
33,20-Apr,15,16
33,20-May,16,17
33,20-Jun,17,18
33,20-Jul,18,17
33,20-Aug,19,18
33,20-Sep,20,19
33,20-Oct,21,19
33,20-Nov,22,19
33,20-Dec,23,21
33,21-Jan,24,19
33,21-Feb,25,17
33,21-Mar,26,19
33,21-Apr,27,19
33,21-May,28,19
33,21-Jun,29,21
33,21-Jul,30,20
33,21-Aug,31,20
33,21-Sep,32,19
33,21-Oct,33,20
33,21-Nov,34,20
33,21-Dec,35,22
33,22-Jan,36,20
33,22-Feb,37,19
33,22-Mar,38,20
33,22-Apr,39,20
33,22-May,40,22
33,22-Jun,41,20
33,22-Jul,42,23
33,22-Aug,43,22
33,22-Sep,44,23
33,22-Oct,45,22
33,22-Nov,46,22
33,22-Dec,47,27
34,19-Jan,0,12
34,19-Feb,1,12
34,19-Mar,2,12
34,19-Apr,3,12
34,19-May,4,12
34,19-Jun,5,12
34,19-Jul,6,13
34,19-Aug,7,12
34,19-Sep,8,12
34,19-Oct,9,12
34,19-Nov,10,12
34,19-Dec,11,14
34,20-Jan,12,12
34,20-Feb,13,11
34,20-Mar,14,11
34,20-Apr,15,11
34,20-May,16,11
34,20-Jun,17,11
34,20-Jul,18,13
34,20-Aug,19,11
34,20-Sep,20,11
34,20-Oct,21,12
34,20-Nov,22,12
34,20-Dec,23,13
34,21-Jan,24,12
34,21-Feb,25,11
34,21-Mar,26,11
34,21-Apr,27,11
34,21-May,28,11
34,21-Jun,29,12
34,21-Jul,30,12
34,21-Aug,31,11
34,21-Sep,32,11
34,21-Oct,33,12
34,21-Nov,34,11
34,21-Dec,35,12
34,22-Jan,36,11
34,22-Feb,37,11
34,22-Mar,38,10
34,22-Apr,39,11
34,22-May,40,11
34,22-Jun,41,11
34,22-Jul,42,11
34,22-Aug,43,10
34,22-Sep,44,11
34,22-Oct,45,11
34,22-Nov,46,11
34,22-Dec,47,11
35,19-Jan,0,19
35,19-Feb,1,18
35,19-Mar,2,18
35,19-Apr,3,18
35,19-May,4,19
35,19-Jun,5,18
35,19-Jul,6,19
35,19-Aug,7,17
35,19-Sep,8,18
35,19-Oct,9,18
35,19-Nov,10,18
35,19-Dec,11,19
35,20-Jan,12,17
35,20-Feb,13,18
35,20-Mar,14,18
35,20-Apr,15,18
35,20-May,16,18
35,20-Jun,17,18
35,20-Jul,18,18
35,20-Aug,19,18
35,20-Sep,20,18
35,20-Oct,21,17
35,20-Nov,22,18
35,20-Dec,23,19
35,21-Jan,24,17
35,21-Feb,25,17
35,21-Mar,26,18
35,21-Apr,27,17
35,21-May,28,18
35,21-Jun,29,18
35,21-Jul,30,17
35,21-Aug,31,17
35,21-Sep,32,17
35,21-Oct,33,17
35,21-Nov,34,17
35,21-Dec,35,18
35,22-Jan,36,17
35,22-Feb,37,16
35,22-Mar,38,17
35,22-Apr,39,17
35,22-May,40,17
35,22-Jun,41,17
35,22-Jul,42,17
35,22-Aug,43,16
35,22-Sep,44,17
35,22-Oct,45,17
35,22-Nov,46,17
35,22-Dec,47,18
36,19-Jan,0,22
36,19-Feb,1,22
36,19-Mar,2,23
36,19-Apr,3,23
36,19-May,4,23
36,19-Jun,5,23
36,19-Jul,6,24
36,19-Aug,7,24
36,19-Sep,8,23
36,19-Oct,9,24
36,19-Nov,10,24
36,19-Dec,11,25
36,20-Jan,12,24
36,20-Feb,13,23
36,20-Mar,14,24
36,20-Apr,15,24
36,20-May,16,24
36,20-Jun,17,25
36,20-Jul,18,25
36,20-Aug,19,25
36,20-Sep,20,25
36,20-Oct,21,27
36,20-Nov,22,25
36,20-Dec,23,27
36,21-Jan,24,27
36,21-Feb,25,24
36,21-Mar,26,26
36,21-Apr,27,27
36,21-May,28,26
36,21-Jun,29,27
36,21-Jul,30,27
36,21-Aug,31,28
36,21-Sep,32,28
36,21-Oct,33,28
36,21-Nov,34,28
36,21-Dec,35,29
36,22-Jan,36,28
36,22-Feb,37,27
36,22-Mar,38,28
36,22-Apr,39,28
36,22-May,40,29
36,22-Jun,41,29
36,22-Jul,42,30
36,22-Aug,43,27
36,22-Sep,44,27
36,22-Oct,45,28
36,22-Nov,46,30
36,22-Dec,47,31
37,19-Jan,0,15
37,19-Feb,1,14
37,19-Mar,2,14
37,19-Apr,3,15
37,19-May,4,15
37,19-Jun,5,15
37,19-Jul,6,16
37,19-Aug,7,16
37,19-Sep,8,16
37,19-Oct,9,17
37,19-Nov,10,17
37,19-Dec,11,18
37,20-Jan,12,17
37,20-Feb,13,15
37,20-Mar,14,16
37,20-Apr,15,16
37,20-May,16,17
37,20-Jun,17,17
37,20-Jul,18,18
37,20-Aug,19,18
37,20-Sep,20,17
37,20-Oct,21,18
37,20-Nov,22,18
37,20-Dec,23,22
37,21-Jan,24,19
37,21-Feb,25,18
37,21-Mar,26,19
37,21-Apr,27,18
37,21-May,28,20
37,21-Jun,29,19
37,21-Jul,30,20
37,21-Aug,31,19
37,21-Sep,32,21
37,21-Oct,33,21
37,21-Nov,34,22
37,21-Dec,35,24
37,22-Jan,36,20
37,22-Feb,37,20
37,22-Mar,38,20
37,22-Apr,39,21
37,22-May,40,20
37,22-Jun,41,21
37,22-Jul,42,22
37,22-Aug,43,22
37,22-Sep,44,22
37,22-Oct,45,23
37,22-Nov,46,25
37,22-Dec,47,26
38,19-Jan,0,10
38,19-Feb,1,8
38,19-Mar,2,10
38,19-Apr,3,9
38,19-May,4,10
38,19-Jun,5,10
38,19-Jul,6,11
38,19-Aug,7,10
38,19-Sep,8,12
38,19-Oct,9,11
38,19-Nov,10,12
38,19-Dec,11,13
38,20-Jan,12,12
38,20-Feb,13,10
38,20-Mar,14,12
38,20-Apr,15,11
38,20-May,16,11
38,20-Jun,17,13
38,20-Jul,18,12
38,20-Aug,19,13
38,20-Sep,20,13
38,20-Oct,21,12
38,20-Nov,22,14
38,20-Dec,23,15
38,21-Jan,24,12
38,21-Feb,25,12
38,21-Mar,26,14
38,21-Apr,27,13
38,21-May,28,13
38,21-Jun,29,14
38,21-Jul,30,15
38,21-Aug,31,15
38,21-Sep,32,17
38,21-Oct,33,16
38,21-Nov,34,16
38,21-Dec,35,17
38,22-Jan,36,17
38,22-Feb,37,15
38,22-Mar,38,16
38,22-Apr,39,17
38,22-May,40,15
38,22-Jun,41,18
38,22-Jul,42,17
38,22-Aug,43,19
38,22-Sep,44,16
38,22-Oct,45,19
38,22-Nov,46,17
38,22-Dec,47,23
39,19-Jan,0,12
39,19-Feb,1,12
39,19-Mar,2,12
39,19-Apr,3,13
39,19-May,4,13
39,19-Jun,5,13
39,19-Jul,6,14
39,19-Aug,7,13
39,19-Sep,8,14
39,19-Oct,9,14
39,19-Nov,10,15
39,19-Dec,11,16
39,20-Jan,12,15
39,20-Feb,13,14
39,20-Mar,14,14
39,20-Apr,15,14
39,20-May,16,15
39,20-Jun,17,15
39,20-Jul,18,16
39,20-Aug,19,15
39,20-Sep,20,15
39,20-Oct,21,16
39,20-Nov,22,17
39,20-Dec,23,20
39,21-Jan,24,16
39,21-Feb,25,16
39,21-Mar,26,17
39,21-Apr,27,16
39,21-May,28,17
39,21-Jun,29,17
39,21-Jul,30,19
39,21-Aug,31,18
39,21-Sep,32,17
39,21-Oct,33,17
39,21-Nov,34,19
39,21-Dec,35,23
39,22-Jan,36,19
39,22-Feb,37,18
39,22-Mar,38,19
39,22-Apr,39,20
39,22-May,40,20
39,22-Jun,41,19
39,22-Jul,42,19
39,22-Aug,43,18
39,22-Sep,44,20
39,22-Oct,45,20
39,22-Nov,46,22
39,22-Dec,47,22
40,19-Jan,0,9
40,19-Feb,1,9
40,19-Mar,2,10
40,19-Apr,3,10
40,19-May,4,9
40,19-Jun,5,9
40,19-Jul,6,10
40,19-Aug,7,10
40,19-Sep,8,10
40,19-Oct,9,10
40,19-Nov,10,10
40,19-Dec,11,12
40,20-Jan,12,10
40,20-Feb,13,10
40,20-Mar,14,10
40,20-Apr,15,10
40,20-May,16,11
40,20-Jun,17,11
40,20-Jul,18,12
40,20-Aug,19,12
40,20-Sep,20,11
40,20-Oct,21,12
40,20-Nov,22,12
40,20-Dec,23,13
40,21-Jan,24,11
40,21-Feb,25,10
40,21-Mar,26,11
40,21-Apr,27,11
40,21-May,28,11
40,21-Jun,29,12
40,21-Jul,30,11
40,21-Aug,31,12
40,21-Sep,32,12
40,21-Oct,33,13
40,21-Nov,34,11
40,21-Dec,35,13
40,22-Jan,36,11
40,22-Feb,37,11
40,22-Mar,38,11
40,22-Apr,39,11
40,22-May,40,12
40,22-Jun,41,12
40,22-Jul,42,12
40,22-Aug,43,13
40,22-Sep,44,12
40,22-Oct,45,14
40,22-Nov,46,13
40,22-Dec,47,15
41,19-Jan,0,12
41,19-Feb,1,11
41,19-Mar,2,12
41,19-Apr,3,11
41,19-May,4,11
41,19-Jun,5,12
41,19-Jul,6,11
41,19-Aug,7,11
41,19-Sep,8,12
41,19-Oct,9,11
41,19-Nov,10,11
41,19-Dec,11,13
41,20-Jan,12,11
41,20-Feb,13,11
41,20-Mar,14,11
41,20-Apr,15,11
41,20-May,16,11
41,20-Jun,17,11
41,20-Jul,18,11
41,20-Aug,19,11
41,20-Sep,20,11
41,20-Oct,21,11
41,20-Nov,22,10
41,20-Dec,23,11
41,21-Jan,24,10
41,21-Feb,25,10
41,21-Mar,26,10
41,21-Apr,27,10
41,21-May,28,10
41,21-Jun,29,10
41,21-Jul,30,10
41,21-Aug,31,11
41,21-Sep,32,11
41,21-Oct,33,11
41,21-Nov,34,11
41,21-Dec,35,11
41,22-Jan,36,11
41,22-Feb,37,10
41,22-Mar,38,10
41,22-Apr,39,10
41,22-May,40,10
41,22-Jun,41,10
41,22-Jul,42,10
41,22-Aug,43,10
41,22-Sep,44,10
41,22-Oct,45,10
41,22-Nov,46,10
41,22-Dec,47,11
42,19-Jan,0,16
42,19-Feb,1,16
42,19-Mar,2,17
42,19-Apr,3,16
42,19-May,4,16
42,19-Jun,5,16
42,19-Jul,6,17
42,19-Aug,7,16
42,19-Sep,8,16
42,19-Oct,9,16
42,19-Nov,10,16
42,19-Dec,11,17
42,20-Jan,12,17
42,20-Feb,13,16
42,20-Mar,14,16
42,20-Apr,15,15
42,20-May,16,16
42,20-Jun,17,16
42,20-Jul,18,16
42,20-Aug,19,16
42,20-Sep,20,17
42,20-Oct,21,16
42,20-Nov,22,17
42,20-Dec,23,17
42,21-Jan,24,16
42,21-Feb,25,15
42,21-Mar,26,15
42,21-Apr,27,16
42,21-May,28,16
42,21-Jun,29,16
42,21-Jul,30,16
42,21-Aug,31,15
42,21-Sep,32,16
42,21-Oct,33,16
42,21-Nov,34,16
42,21-Dec,35,17
42,22-Jan,36,15
42,22-Feb,37,15
42,22-Mar,38,15
42,22-Apr,39,16
42,22-May,40,15
42,22-Jun,41,16
42,22-Jul,42,16
42,22-Aug,43,16
42,22-Sep,44,16
42,22-Oct,45,17
42,22-Nov,46,16
42,22-Dec,47,17
43,19-Jan,0,17
43,19-Feb,1,16
43,19-Mar,2,16
43,19-Apr,3,17
43,19-May,4,17
43,19-Jun,5,17
43,19-Jul,6,18
43,19-Aug,7,17
43,19-Sep,8,17
43,19-Oct,9,19
43,19-Nov,10,17
43,19-Dec,11,19
43,20-Jan,12,17
43,20-Feb,13,17
43,20-Mar,14,17
43,20-Apr,15,18
43,20-May,16,18
43,20-Jun,17,19
43,20-Jul,18,19
43,20-Aug,19,18
43,20-Sep,20,19
43,20-Oct,21,20
43,20-Nov,22,19
43,20-Dec,23,20
43,21-Jan,24,19
43,21-Feb,25,18
43,21-Mar,26,19
43,21-Apr,27,20
43,21-May,28,20
43,21-Jun,29,20
43,21-Jul,30,20
43,21-Aug,31,19
43,21-Sep,32,21
43,21-Oct,33,20
43,21-Nov,34,22
43,21-Dec,35,22
43,22-Jan,36,20
43,22-Feb,37,19
43,22-Mar,38,21
43,22-Apr,39,20
43,22-May,40,21
43,22-Jun,41,21
43,22-Jul,42,21
43,22-Aug,43,21
43,22-Sep,44,23
43,22-Oct,45,23
43,22-Nov,46,22
43,22-Dec,47,23
44,19-Jan,0,17
44,19-Feb,1,17
44,19-Mar,2,16
44,19-Apr,3,16
44,19-May,4,17
44,19-Jun,5,16
44,19-Jul,6,17
44,19-Aug,7,16
44,19-Sep,8,17
44,19-Oct,9,17
44,19-Nov,10,17
44,19-Dec,11,18
44,20-Jan,12,16
44,20-Feb,13,15
44,20-Mar,14,16
44,20-Apr,15,16
44,20-May,16,16
44,20-Jun,17,16
44,20-Jul,18,16
44,20-Aug,19,15
44,20-Sep,20,15
44,20-Oct,21,15
44,20-Nov,22,15
44,20-Dec,23,16
44,21-Jan,24,15
44,21-Feb,25,15
44,21-Mar,26,14
44,21-Apr,27,14
44,21-May,28,14
44,21-Jun,29,15
44,21-Jul,30,14
44,21-Aug,31,14
44,21-Sep,32,14
44,21-Oct,33,15
44,21-Nov,34,14
44,21-Dec,35,15
44,22-Jan,36,14
44,22-Feb,37,14
44,22-Mar,38,14
44,22-Apr,39,14
44,22-May,40,14
44,22-Jun,41,14
44,22-Jul,42,13
44,22-Aug,43,13
44,22-Sep,44,13
44,22-Oct,45,13
44,22-Nov,46,13
44,22-Dec,47,13
45,19-Jan,0,13
45,19-Feb,1,12
45,19-Mar,2,12
45,19-Apr,3,12
45,19-May,4,13
45,19-Jun,5,13
45,19-Jul,6,13
45,19-Aug,7,12
45,19-Sep,8,13
45,19-Oct,9,13
45,19-Nov,10,14
45,19-Dec,11,14
45,20-Jan,12,13
45,20-Feb,13,12
45,20-Mar,14,13
45,20-Apr,15,13
45,20-May,16,13
45,20-Jun,17,14
45,20-Jul,18,14
45,20-Aug,19,14
45,20-Sep,20,13
45,20-Oct,21,14
45,20-Nov,22,14
45,20-Dec,23,15
45,21-Jan,24,14
45,21-Feb,25,13
45,21-Mar,26,13
45,21-Apr,27,14
45,21-May,28,14
45,21-Jun,29,14
45,21-Jul,30,14
45,21-Aug,31,14
45,21-Sep,32,14
45,21-Oct,33,15
45,21-Nov,34,14
45,21-Dec,35,16
45,22-Jan,36,14
45,22-Feb,37,13
45,22-Mar,38,13
45,22-Apr,39,15
45,22-May,40,14
45,22-Jun,41,14
45,22-Jul,42,15
45,22-Aug,43,15
45,22-Sep,44,15
45,22-Oct,45,15
45,22-Nov,46,15
45,22-Dec,47,16
46,19-Jan,0,19
46,19-Feb,1,18
46,19-Mar,2,19
46,19-Apr,3,19
46,19-May,4,20
46,19-Jun,5,20
46,19-Jul,6,19
46,19-Aug,7,19
46,19-Sep,8,19
46,19-Oct,9,20
46,19-Nov,10,20
46,19-Dec,11,21
46,20-Jan,12,19
46,20-Feb,13,18
46,20-Mar,14,18
46,20-Apr,15,19
46,20-May,16,20
46,20-Jun,17,19
46,20-Jul,18,19
46,20-Aug,19,19
46,20-Sep,20,19
46,20-Oct,21,20
46,20-Nov,22,20
46,20-Dec,23,20
46,21-Jan,24,19
46,21-Feb,25,18
46,21-Mar,26,18
46,21-Apr,27,18
46,21-May,28,19
46,21-Jun,29,19
46,21-Jul,30,19
46,21-Aug,31,18
46,21-Sep,32,18
46,21-Oct,33,18
46,21-Nov,34,18
46,21-Dec,35,19
46,22-Jan,36,18
46,22-Feb,37,18
46,22-Mar,38,18
46,22-Apr,39,18
46,22-May,40,18
46,22-Jun,41,18
46,22-Jul,42,19
46,22-Aug,43,19
46,22-Sep,44,18
46,22-Oct,45,19
46,22-Nov,46,18
46,22-Dec,47,20
47,19-Jan,0,10
47,19-Feb,1,9
47,19-Mar,2,9
47,19-Apr,3,9
47,19-May,4,9
47,19-Jun,5,9
47,19-Jul,6,9
47,19-Aug,7,8
47,19-Sep,8,8
47,19-Oct,9,9
47,19-Nov,10,9
47,19-Dec,11,9
47,20-Jan,12,8
47,20-Feb,13,7
47,20-Mar,14,8
47,20-Apr,15,8
47,20-May,16,8
47,20-Jun,17,8
47,20-Jul,18,7
47,20-Aug,19,7
47,20-Sep,20,7
47,20-Oct,21,7
47,20-Nov,22,7
47,20-Dec,23,7
47,21-Jan,24,7
47,21-Feb,25,7
47,21-Mar,26,6
47,21-Apr,27,6
47,21-May,28,6
47,21-Jun,29,6
47,21-Jul,30,6
47,21-Aug,31,6
47,21-Sep,32,6
47,21-Oct,33,6
47,21-Nov,34,6
47,21-Dec,35,6
47,22-Jan,36,5
47,22-Feb,37,5
47,22-Mar,38,5
47,22-Apr,39,5
47,22-May,40,5
47,22-Jun,41,5
47,22-Jul,42,5
47,22-Aug,43,5
47,22-Sep,44,5
47,22-Oct,45,5
47,22-Nov,46,5
47,22-Dec,47,5
48,19-Jan,0,14
48,19-Feb,1,14
48,19-Mar,2,14
48,19-Apr,3,13
48,19-May,4,14
48,19-Jun,5,15
48,19-Jul,6,14
48,19-Aug,7,14
48,19-Sep,8,14
48,19-Oct,9,14
48,19-Nov,10,14
48,19-Dec,11,15
48,20-Jan,12,14
48,20-Feb,13,13
48,20-Mar,14,13
48,20-Apr,15,13
48,20-May,16,14
48,20-Jun,17,13
48,20-Jul,18,14
48,20-Aug,19,13
48,20-Sep,20,13
48,20-Oct,21,14
48,20-Nov,22,14
48,20-Dec,23,15
48,21-Jan,24,13
48,21-Feb,25,13
48,21-Mar,26,13
48,21-Apr,27,13
48,21-May,28,13
48,21-Jun,29,13
48,21-Jul,30,13
48,21-Aug,31,13
48,21-Sep,32,12
48,21-Oct,33,13
48,21-Nov,34,13
48,21-Dec,35,14
48,22-Jan,36,13
48,22-Feb,37,12
48,22-Mar,38,12
48,22-Apr,39,12
48,22-May,40,12
48,22-Jun,41,13
48,22-Jul,42,12
48,22-Aug,43,12
48,22-Sep,44,12
48,22-Oct,45,12
48,22-Nov,46,12
48,22-Dec,47,13
49,19-Jan,0,15
49,19-Feb,1,14
49,19-Mar,2,15
