26,22,28,21,18,17,18,13,28,16,20,13,25,25,27,22,20,15,16,11,27,28,34,17,16,20,17,18,10,24,9,13,14,24,12,18,30,26,21,24,14,11,16,23,14,16,20,5,13,22,27,16
25,23,27,23,18,16,18,14,28,17,20,13,25,25,27,23,21,15,17,11,27,28,35,16,17,20,16,18,11,23,9,12,15,23,12,17,32,26,19,24,14,11,17,23,14,16,20,5,13,21,26,17
26,22,27,21,18,17,17,13,28,17,20,13,26,25,27,23,20,14,17,11,28,28,35,17,17,20,17,19,11,21,8,12,15,22,13,19,32,25,21,23,14,10,17,23,14,16,20,5,13,21,27,16
26,22,28,23,18,16,18,14,27,17,20,13,26,25,27,23,20,14,17,11,27,28,34,17,17,20,16,17,11,23,9,12,14,23,12,18,30,25,21,24,14,11,17,23,14,16,19,4,14,21,27,16
27,22,27,22,19,17,17,13,28,17,21,14,26,25,27,24,20,14,17,11,27,29,35,17,16,22,16,18,12,22,9,13,14,23,12,18,31,26,19,24,14,11,16,23,14,16,19,5,14,21,29,16
25,22,27,23,18,17,18,13,28,16,20,12,26,26,27,23,21,14,17,11,27,29,34,16,18,20,16,18,11,23,9,13,14,24,11,18,31,25,19,24,14,11,17,23,14,16,19,5,13,20,28,16
26,22,28,23,18,16,18,12,27,17,20,13,25,27,29,23,21,14,17,11,27,30,34,17,18,21,16,18,11,22,8,12,13,24,12,18,30,26,20,24,15,11,17,24,14,16,19,5,13,20,27,17
26,23,29,22,18,17,18,13,28,18,20,13,25,26,27,23,20,15,17,12,27,29,35,16,17,20,16,19,11,24,8,13,15,24,12,17,29,25,19,24,14,10,17,23,14,16,20,5,13,21,26,16
25,23,28,23,17,16,18,13,28,16,20,14,26,24,27,23,20,14,16,11,28,27,35,17,17,22,17,17,11,24,9,13,14,25,12,18,31,26,19,24,13,10,16,23,14,16,19,5,13,21,27,16
26,22,27,22,18,17,18,13,28,18,20,13,25,26,27,23,20,15,17,11,28,29,35,17,17,22,16,17,10,23,8,12,15,23,12,18,31,25,20,23,14,11,16,23,15,17,19,5,13,20,30,15
27,22,28,22,18,16,18,13,27,17,20,13,26,25,28,23,21,14,17,10,29,29,35,17,16,21,16,18,11,22,9,12,14,24,12,17,30,26,20,25,15,10,17,23,14,16,20,4,14,20,28,16
25,23,28,23,19,17,17,13,28,17,20,13,25,25,28,23,21,15,17,10,28,30,36,17,17,20,17,19,12,23,9,12,15,24,12,17,31,25,20,25,14,10,16,23,14,17,20,5,14,20,26,16
25,23,27,22,18,16,19,13,27,17,20,12,26,27,28,24,21,14,17,11,27,27,34,18,17,21,16,18,11,22,8,12,14,24,12,18,31,26,20,24,14,11,17,23,15,16,20,5,13,20,27,16
26,22,27,21,18,16,17,13,28,17,20,12,26,27,27,24,20,14,17,10,28,28,35,17,16,22,17,18,10,25,9,13,14,24,12,18,31,25,20,24,13,10,17,24,14,16,20,5,13,20,27,16
26,22,28,22,18,17,17,13,28,17,20,13,26,26,28,23,21,15,18,10,27,28,35,17,17,20,16,17,12,24,9,13,15,23,12,18,31,25,19,23,13,10,17,23,14,16,18,4,13,20,27,16
25,22,28,22,18,16,18,13,28,17,21,13,26,26,27,24,21,14,18,10,29,28,34,16,17,21,17,17,11,23,9,13,15,24,12,18,30,26,19,23,14,11,17,24,14,17,20,5,13,20,29,16
26,22,29,23,18,16,17,13,28,16,20,12,26,26,28,22,20,15,17,11,27,28,35,17,16,21,17,18,11,22,9,13,14,23,13,17,30,25,19,24,14,11,17,22,14,17,19,5,14,21,27,17
