model,bias,mape,me,mae,mpe,rmse,acf1,corr
fcast_50,-83.76904878000002,0.10369276724894427,-1.6109432457692312,1.876049467692308,-0.08736463507379709,2.6760395854445505,-0.13727686656534588,0.9199071546771724
fcast_avg,-29.76776533100001,0.07125174408266986,-0.5724570255961541,1.2815048113653846,-0.02620069616833787,1.7340684309484393,-0.034082377795475495,0.9536573660610226
fcast_05,-408.93932910999996,0.45459485996700383,-7.864217867499999,7.864217867499999,-0.45459485996700383,8.50956270967255,0.014619569101980331,0.8042132692350924
fcast_95,533.3018357010001,0.6024135877014902,10.25580453271154,10.25580453271154,0.6024135877014902,11.804681607243024,0.15199257856171364,0.8380873977829989
yar,-5.00119006400001,0.2698052544472537,-0.0961767320000002,4.654693118961538,-0.0020979457524177864,6.914257600920698,-0.16847116853707442,0.6432836913759374
yhw,30.437842256000003,0.26475691780003036,0.5853431203076924,4.573643016423077,0.03970742387873365,6.795106666601986,-0.15697470004454758,0.6521818337101558
ysvm,27.069455801999993,0.27208885587464093,0.5205664577307691,4.702173407692308,0.036536755680752146,6.997806042865684,-0.15471613491148503,0.6366584241663201
ylstm,15.020403242999995,0.26550409716673984,0.28885390851923065,4.577404094288462,0.02150945866839671,6.899534170096646,-0.16448730737102293,0.6458915648018272
ymlp,-18.70074833800001,0.28178808382757614,-0.35962977573076943,4.898885727730769,-0.013579473215710488,7.2408235596737915,-0.177186554786333,0.6077067495769187
yrf,186.221300413,0.3271822906351192,3.5811788540961538,5.706164836634615,0.20974458325086,9.615662098786535,-0.14704152788176122,0.5973191080053201
yxgb,310.890169226,0.41504953295904495,5.9786571005,7.1315404097307695,0.35642164423087325,11.763368860585665,-0.12216968014366719,0.5499926532497126
yarima,12.066813210999998,0.27326782353058227,0.2320541002115384,4.755485529711537,0.016419321690230724,6.810921553137301,-0.20814075687157005,0.6533058109621387
