model,bias,mape,me,mae,mpe,rmse,acf1,corr
fcast_50,-82.89423332294939,0.09946962656771241,-1.5941198715951805,1.7884865882286438,-0.08693432728014275,2.4936529613046083,-0.19695047205560287,0.9358192306291493
fcast_avg,-31.068343143232315,0.06593359084410562,-0.5974681373698523,1.1842579741486658,-0.02811680133409367,1.61151671841674,0.007836548747554368,0.961465681142923
fcast_05,-405.4617047994398,0.4509142305201187,-7.7973404769123045,7.7973404769123045,-0.4509142305201187,8.469378849230392,-0.015277971049326579,0.7951213356448078
fcast_95,528.0172849881983,0.5975342186890551,10.154178557465352,10.154178557465352,0.5975342186890551,11.596983269306385,0.2030036305707053,0.8330804943294544
yar,-117.12534596815036,0.24962116125387046,-2.2524104993875067,4.323216968766906,-0.14527396718377575,5.307749101184591,-0.14201729078029138,0.7732194980182283
yhw,-83.90445457653537,0.2405060932606219,-1.613547203394911,4.17400990472069,-0.10616869111989193,5.096722708425487,-0.08632212618021128,0.772117261235351
ysvm,-86.36375316064392,0.24747894865700182,-1.66084140693546,4.2883811244251,-0.10861111465135141,5.217752606971983,-0.10407913842264342,0.7620305605569024
ylstm,-95.89794316306462,0.24672370596634163,-1.8441912146743198,4.279565372620819,-0.12094172319893653,5.243264540393431,-0.12016713308554985,0.7701022233012783
ymlp,-109.6113030205682,0.23937879155781966,-2.1079096734724656,4.13354302588038,-0.13321563514744778,5.124489319992811,-0.09278767422945086,0.7724374597125127
yrf,52.1313461343567,0.23981007473472543,1.0025258871991674,4.174391919574214,0.04294233292046271,5.635715758071287,-0.008534807705061638,0.768211674656602
yxgb,169.45183359067792,0.30101031182787874,3.258689107513037,5.311921876567329,0.1795977841094192,7.840347948949701,0.057933032634736675,0.6847037267088595
yarima,-95.60936604917003,0.2538203548510128,-1.8386416547917315,4.409181932821004,-0.12248182135634493,5.565108558959689,-0.06202508781500524,0.7512592564465196
