model,bias,mape,me,mae,mpe,rmse,acf1,corr
fcast_50,-60.1582246564814,0.09388092211850026,-1.1568889357015655,1.7034005210917702,-0.06285579015296776,2.259775944933224,-0.02220933125889926,0.9343826170276339
fcast_avg,1.2265100641513236,0.06618950981162192,0.023586732002910067,1.20177878058929,0.007224485404485185,1.6562940812787819,0.13816863045107688,0.9527207190966949
fcast_05,-422.45159608862,0.4700115144129632,-8.124069155550385,8.124069155550385,-0.4700115144129632,8.761355176367244,0.040555511924650636,0.8017143258496064
fcast_95,645.0767061368076,0.7421661910743379,12.405321271861684,12.405321271861684,0.7421661910743379,13.867710499403083,0.1568445759351054,0.7722499574583024
yar,-26.133923079819038,0.2653384216869695,-0.5025754438426738,4.4013095324533476,-0.031839862107008315,6.764052815276365,0.06399809223439172,0.6060617022817556
yhw,22.208260625114796,0.269027445929726,0.42708193509836145,4.468985435447947,0.02426621534508249,7.158040164933474,0.05145781107405053,0.5910382903496469
ysvm,33.45916495964775,0.2805732596772396,0.643445479993226,4.679898447402852,0.03800403628677856,7.466177729413655,0.07123197480966759,0.5723463604669734
ylstm,6.893317488229579,0.2652568089701353,0.13256379785056882,4.396030028530366,0.005778243576633349,6.907227266934587,0.05809211282268045,0.6069857522009653
ymlp,-15.033702275116884,0.26890104071377646,-0.28910965913686315,4.479252044878556,-0.021420733689066798,7.397391650259052,0.04600168857401022,0.5777142946108809
yrf,167.27978637537214,0.3137200061093147,3.2169189687571564,5.406451731198727,0.1813669748768006,8.444919215695244,0.1022631841437928,0.6111242131602318
yxgb,297.67026794351443,0.4089187542118412,5.72442822968297,7.0700763929654835,0.3314011830723595,10.817059358691033,0.10293186519459503,0.5615378632009848
yarima,-956.0,1.0647184226977817,-18.384615384615383,18.384615384615383,-1.0647184226977817,19.172295717438825,0.146068452999146,
