,idserie,avgorig,stdorig,adforig,avgdiff1,stddiff1,adfdiff1,avglogdiff,stdlogdiff,adflogdiff,avgBCdiff,stdBCdiff,adfBCdiff,BClambda
38,38,13.0,2.4784787961282104,0.2614233613263913,0.1951219512195122,1.400688196620608,0.006579008341061882,0.01433626011956387,0.11339103097427748,0.0015163607636965947,0.042522967291077234,0.32094825613846106,0.0029733262830622486,0.41777395828031305
39,39,16.047619047619047,2.5350155531821263,7.421905341694954e-05,0.17073170731707318,1.4466519635450652,1.8704808859110555e-08,0.011208105594596096,0.07944789268413235,1.6054382308977734e-07,0.005017471288655755,0.03387086602277426,2.6983120572944276e-07,-0.29634648574862477
40,40,10.904761904761905,1.0869249724298404,0.00034528718860116306,0.07317073170731707,0.972556196945214,1.0678125509747033e-15,0.007016635913458068,0.08588948410571805,5.602358832138783e-15,0.02368035902074662,0.3023281135338243,2.3309227527999623e-15,0.5191792784844445
41,41,10.833333333333334,0.6871842709362768,3.103505391342697e-05,-0.04878048780487805,0.6967247247358878,0.015461740455912918,-0.0044468672388769375,0.061171566924218976,0.026038658375396782,-8.861728832036302e-06,0.00011281879354992726,0.09034555929455446,-2.6016003943470065
42,42,16.0,0.6172133998483676,2.6198039554633917e-05,0.0,0.7650920556760059,0.012399116598731922,0.0,0.04777528476871156,0.012518815011720493,0.0,0.667726533804349,0.012402200252535744,0.9509396700965818
43,43,18.80952380952381,1.5771900153980185,0.0014747001658610528,0.0975609756097561,1.1219512195121952,3.250390401120808e-05,0.005153880333346509,0.05924806945171211,2.5383330852834937e-05,0.010581196187031109,0.12158327774058654,2.6967614045128815e-05,0.24472592542478222
44,44,15.357142857142858,1.1510125681211256,0.0001843193395865319,-0.07317073170731707,0.7454003312163964,0.0005851185839800116,-0.004735512547340433,0.04747753920980162,0.00041426304941175713,-3.653572469533776e-05,0.00036110108747817765,0.00026925267053437904,-1.7797090101245672
45,45,13.523809523809524,0.8793421577437803,0.0001086457164504516,0.024390243902439025,0.8691965698149006,4.977032948891279e-05,0.001807511515944431,0.06289406312947442,9.78131154135072e-05,0.0010233257742310834,0.035464384327917375,0.00011199288130395491,-0.21864080249814966
46,46,18.857142857142858,0.8039020483873396,1.8811220554831627e-05,-0.024390243902439025,0.7152623560300089,0.003882752708703706,-0.0013187127139091645,0.037303067862854124,0.005968025250452996,-2.2091448589144654e-11,5.266662453492539e-10,0.022736506661903924,-6.138782553396605
47,47,7.142857142857143,1.4238015607358148,0.03819277100304465,-0.12195121951219512,0.4523716339266197,0.004367646965752482,-0.016906028794145014,0.06078680921247062,0.008553324393468975,-0.04442227919955327,0.16184940175519533,0.01685823746406986,0.4914290593489431
48,48,13.380952380952381,0.7853534524986019,0.005517742413044765,-0.024390243902439025,0.7485858172303808,0.0012416929382313387,-0.001807511515944431,0.05514752666586835,0.0022155510735344082,-0.003467950582781693,0.10591659673111133,0.0019195620204575353,0.25042181993883494
49,49,16.738095238095237,1.2355743566980115,0.09855683893858819,0.07317073170731707,0.8941611112108956,0.03317329660552553,0.0044468672388769375,0.05246907790760596,0.02407835290626381,0.09149938115833067,1.121732126823713,0.03407846315417664,1.079774996778152
50,50,20.88095238095238,2.1514378464776143,0.026929011381058725,0.17073170731707318,1.207748136891702,6.832309402725957e-05,0.008410743568090965,0.054656103918709724,0.00022450810653789743,0.0065425176704607575,0.04224200238215002,0.0002468865742947384,-0.08358385560580599
51,51,13.761904761904763,0.6834619092574916,0.09626353582710306,0.024390243902439025,0.8691965698149006,0.006428396212578684,0.001807511515944431,0.06182057617134904,0.005734763935242625,1.2527154169008841e-08,3.727004530622637e-07,0.005495304250467314,-4.567377722085623
