0,12104.0,12104.0,19006,19006
1,14526.283733073396,14526.283733073396,20066,19006
2,15082.403321404201,15082.403321404201,17144,17144
3,15220.034835324268,15220.034835324268,16604,16604
4,15260.108500697392,15260.108500697392,17456,16604
5,15276.101557545804,15276.101557545804,17238,16604
6,15286.830992669715,15286.830992669715,15906,15906
7,15314.508177808417,15314.508177808417,16743,15906
8,15340.39536937157,15340.39536937157,16339,15906
9,15347.642755101955,15347.642755101955,16173,15906
10,15350.87843559174,15350.87843559174,16869,15906
11,15354.288489798299,15354.288489798299,17412,15906
12,15363.864282225808,15363.864282225808,17146,15906
13,15368.247200926364,15368.247200926364,16914,15906
14,15375.572192000935,15375.572192000935,16733,15906
15,15375.572192000935,15375.475032530077,16247,15906
16,15375.572192000935,15375.430374885538,16454,15906
17,15385.947594712254,15385.947594712254,17048,15906
18,15389.926768497211,15389.926768497211,16284,15906
19,15392.421398464849,15392.421398464849,16539,15906
20,15392.421398464849,15391.974666388825,16724,15906
21,15392.421398464849,15390.190352383113,16752,15906
22,15396.26751208309,15396.26751208309,17213,15906
23,15396.26751208309,15395.519092761875,16836,15906
24,15400.528209295595,15400.528209295595,15939,15906
25,15400.821778488418,15400.821778488418,16213,15906
26,15404.762459651578,15404.762459651578,17170,15906
27,15406.068278603747,15406.068278603747,16040,15906
28,15408.992925757037,15408.992925757037,16613,15906
29,15411.229828896207,15411.229828896207,17236,15906
30,15411.229828896207,15410.653818360288,16433,15906
31,15411.229828896207,15405.15290880992,16053,15906
32,15419.30887517579,15419.30887517579,15909,15906
33,15419.30887517579,15412.437982213858,16326,15906
34,15419.30887517579,15414.867847899299,16159,15906
35,15419.30887517579,15403.940023950694,18289,15906
36,15419.30887517579,15419.066175152273,16258,15906
37,15419.30887517579,15418.792641837446,16273,15906
38,15419.30887517579,15419.206776363913,16836,15906
39,15419.30887517579,15419.100478396214,15771,15771
40,15419.30887517579,15419.082535517382,16248,15771
41,15419.30887517579,15418.312350694081,16113,15771
42,15419.30887517579,15418.306021603825,16165,15771
43,15419.30887517579,15418.924897809266,15823,15771
44,15419.30887517579,15419.030471792372,16260,15771
45,15419.30887517579,15419.147345641362,15787,15771
46,15419.30887517579,15419.132072573151,16088,15771
47,15419.369793473443,15419.369793473443,16241,15771
48,15419.369793473443,15419.233719129148,17519,15771
49,15419.59220277417,15419.59220277417,16124,15771
50,15419.59220277417,15419.335469433914,16013,15771
51,15419.59220277417,15419.146000469691,15990,15771
52,15419.59220277417,15417.37463383215,16328,15771
53,15419.59220277417,15414.488691539464,16828,15771
54,15419.59220277417,15413.39842301442,16707,15771
55,15419.59220277417,15418.831592395487,16153,15771
56,15419.59220277417,15418.457889702928,15937,15771
57,15419.59220277417,15418.055704053077,16424,15771
58,15419.59220277417,15418.922674793917,16203,15771
59,15419.59220277417,15418.94230024142,16304,15771
60,15419.59220277417,15419.144943418742,15823,15771
61,15419.59220277417,15419.043819171091,16167,15771
62,15419.59220277417,15419.367212043544,15799,15771
63,15419.59220277417,15419.14533810077,16451,15771
64,15419.59220277417,15419.510911882022,15804,15771
65,15419.59220277417,15419.246870764917,16288,15771
66,15419.59220277417,15417.030117485054,17757,15771
67,15419.59220277417,15416.900789920603,16000,15771
68,15419.59220277417,15419.015084416025,16400,15771
69,15419.59220277417,15419.146209966348,16366,15771
70,15419.59220277417,15419.11660334569,15744,15744
71,15419.59220277417,15419.387550979533,16088,15744
72,15419.59220277417,15419.210322189194,16784,15744
73,15419.59220277417,15419.547807543915,15859,15744
74,15419.59220277417,15419.149935168,16612,15744
75,15419.59220277417,15417.906847340158,16690,15744
76,15419.59220277417,15416.984112654012,17227,15744
77,15419.59220277417,15419.090076391336,16531,15744
78,15419.59220277417,15419.18352933398,16211,15744
79,15419.59220277417,15419.18379523484,15918,15744
80,15419.59220277417,15419.388720213457,15799,15744
81,15419.59220277417,15419.277514078325,16119,15744
82,15419.593911092941,15419.593911092941,15855,15744
83,15419.593911092941,15418.8438304977,16101,15744
84,15419.593911092941,15418.740164075887,16178,15744
85,15419.593911092941,15419.162517121455,16203,15744
86,15419.593911092941,15419.337103535687,16067,15744
87,15419.593911092941,15419.36770692041,15787,15744
88,15419.593911092941,15418.963417949388,16362,15744
89,15419.593911092941,15419.033949559798,15799,15744
90,15419.593911092941,15418.983613246863,16236,15744
91,15419.593911092941,15419.239139358753,15843,15744
92,15419.593911092941,15419.077331596833,16764,15744
