-7.410797215372166846e-02,2.713165301768980076e+00,-5.115100666770011628e-03,2.644172430282028419e+00,6.387777082018164521e-02,2.575179558795076762e+00,-1.023020133354002326e-02,2.649287530948798430e+00,-8.433817348726169172e-02,2.792388374589471756e+00,-8.433817348726169172e-02,2.792388374589471756e+00,-8.433817348726169172e-02,2.723395503102520099e+00,-8.433817348726169172e-02,2.723395503102520099e+00,1.098178409536960665e-01,2.529239488661562341e+00,1.098178409536960665e-01,2.529239488661562341e+00,1.098178409536960665e-01,2.529239488661562341e+00,1.788107124406477233e-01,2.593778009799133422e+00,4.527931981612498546e-02,2.662770881286085078e+00,4.527931981612498546e-02,2.662770881286085078e+00,2.276008766100794389e-01,2.411456453005178968e+00,2.965937480970310958e-01,2.342463581518227311e+00,3.655866195839827526e-01,2.342463581518227311e+00,3.655866195839827526e-01
-1.927522490908684105e-02,2.658780636776663542e+00,9.940196101429421560e-02,2.799010114853076825e+00,6.387777082018164521e-02,2.479738867175734107e+00,1.028507533976785737e-01,2.645759749279027240e+00,1.958213265437080963e-02,2.726395422802497137e+00,3.131833339217293677e-02,2.709456731240146965e+00,1.687871695225862112e-02,2.723395503102520099e+00,-3.616747944786635749e-02,2.783470663415368307e+00,-5.838665925738562024e-03,2.542304958337005871e+00,1.443768042205870739e-01,2.507893997009478682e+00,1.098178409536960665e-01,2.718805287107513458e+00,1.596742966798043728e-01,2.593778009799133422e+00,1.708065758895638275e-02,2.587166257066897845e+00,-3.619729353751854894e-02,2.618606638837131406e+00,5.687981317117918323e-02,2.490552792189826281e+00,3.306033171931777037e-01,2.406739055466450061e+00,3.811160834903217776e-01,2.384116600961434962e+00,3.317788021666654430e-01
-9.456070655368575828e-02,2.607475671201799905e+00,-1.051269198419233497e-01,2.663308846042871991e+00,1.043262805266254034e-01,2.606136421213541610e+00,7.396345081397193155e-02,2.721364373498214473e+00,3.339096985338807499e-02,2.733958172467184866e+00,-1.974191282184802887e-01,2.782669196010415291e+00,-1.175882917051316312e-01,2.665702047680434283e+00,-4.890005020381726908e-02,2.651637803127692372e+00,-9.537448785909341531e-02,2.577237055072699512e+00,1.519083366120617118e-01,2.572681506713944799e+00,1.618825338318521379e-01,2.552090942547847519e+00,2.132950908113324662e-01,2.404212211353182305e+00,1.517249054748599502e-01,2.583162506345194398e+00,-8.321919918761633284e-03,2.599470223076287834e+00,-5.126666473306729088e-03,2.398390983329735437e+00,4.579974616084570016e-01,2.377617910369328236e+00,3.090392409409057350e-01,2.370909220930945693e+00,3.552927444760756170e-01
7.369247621731300768e-04,2.706621934189109346e+00,-6.200175249713169023e-02,2.694338483820939878e+00,-2.388420087569653738e-02,2.575179558795076762e+00,4.787389473121472783e-02,2.711172473663701954e+00,6.302415070675326803e-02,2.815434785820828623e+00,-8.746998401957606362e-02,2.752049465979316878e+00,-7.465830940899254031e-02,2.739382043528756139e+00,-2.022804517949716718e-02,2.771236800514966347e+00,1.098178409536960665e-01,2.597281817003469939e+00,1.601724851954371420e-01,2.493041914499841027e+00,2.529075244368599318e-01,2.580952093198141117e+00,1.800449725934625267e-01,2.455924815889761081e+00,7.908713723344229507e-02,2.610706188407928785e+00,-8.796729193299768212e-03,2.682401866425612624e+00,4.561112232484654250e-02,2.582089818551077443e+00,2.651905928085029895e-01,2.355186398344537579e+00,3.806040477340784101e-01,2.301418160928361267e+00,3.552927444760756170e-01
6.548680054003175321e-02,2.690183792065191426e+00,-1.780028356647256338e-02,2.570272653242423821e+00,-2.252624058085883618e-02,2.596456557135272458e+00,8.404025161972294988e-02,2.667845554640081218e+00,-1.658422423413741242e-02,2.778271688209859924e+00,-4.058770782955067880e-02,2.759622784779058424e+00,-6.146109075304662106e-02,2.844053674560893086e+00,-1.520609054671731020e-01,2.811685310221410106e+00,9.283335029202000044e-02,2.506388034775277163e+00,7.662285496746279456e-02,2.646722006657276527e+00,1.172062556266548761e-01,2.600088508958984690e+00,9.657740085179411516e-02,2.467672816977645844e+00,6.879326212553515951e-02,2.672170652090312792e+00,2.568764917738497466e-02,2.536373327248277576e+00,8.576711575488582540e-02,2.461431647092704456e+00,2.651905928085029895e-01,2.343438397256652816e+00,3.290513906121657062e-01,2.385952318282777984e+00,3.435008142229289962e-01
-3.987222697600500965e-02,2.607475671201799905e+00,-9.340490778565979646e-02,2.720670307147771361e+00,1.656815975702545796e-01,2.606136421213541610e+00,1.172903698375928894e-01,2.657551679532173861e+00,1.834787250155600624e-02,2.792388374589471756e+00,-8.433817348726169172e-02,2.772757389449944210e+00,-1.668201182690833839e-01,2.739382043528756139e+00,4.701189531069349670e-03,2.711673491046256324e+00,-6.853378592676251380e-02,2.600693374051025852e+00,1.704663603033442776e-01,2.520616813835788506e+00,1.712823046360796297e-01,2.571642869546265864e+00,2.328867614500724770e-01,2.610762500460809488e+00,5.700133187238853871e-02,2.618094603080887595e+00,-5.679429560443671754e-02,2.649636276615199293e+00,1.772478741297844884e-02,2.415460203726882416e+00,2.965937480970310958e-01,2.524453335803459986e+00,3.275972646321883008e-01,2.532787743716910178e+00,4.035759745357772044e-01
-6.272368086229018758e-02,2.618859962493231386e+00,-1.555127545721179949e-01,2.570272653242423821e+00,9.164109762692285166e-02,2.591118993063445952e+00,8.280599146690814649e-02,2.657551679532173861e+00,1.882268177609414117e-02,2.713361170400266698e+00,-1.752319557154542462e-01,2.772757389449944210e+00,-1.462231162021652153e-01,2.699509865097751593e+00,-1.520609054671731020e-01,2.785353486894578179e+00,3.263386442349247574e-03,2.534586697002445987e+00,1.797837102308186275e-01,2.548049990439517742e+00,1.184405157794696795e-01,2.600563318233522381e+00,2.132950908113324662e-01,2.491974183049060265e+00,1.170764921852367468e-01,2.753795871891092872e+00,1.099200489552292215e-01,2.611218224164172597e+00,-3.768706178469027890e-03,2.411456453005178968e+00,3.501949878319177145e-01,2.397059191388180910e+00,3.598961242634510782e-01,2.335945906922039406e+00,2.921958486480653594e-01
1.268421175836609294e-01,2.690943242943468316e+00,-8.258779327093868083e-02,2.560622800054054071e+00,7.799445719979369862e-02,2.723850701550551534e+00,4.015563339665462195e-02,2.641724781284111145e+00,-5.114318750102841982e-02,2.784815055789730209e+00,-5.970665721283485716e-02,2.745506098399446593e+00,-1.883136118605308607e-01,2.721559785781177077e+00,-9.202521754860892855e-02,2.774368611047280275e+00,-5.838665925738562024e-03,2.577237055072699512e+00,1.962218523547365479e-01,2.544918179907203815e+00,9.709502412738602040e-02,2.735789777769189524e+00,8.577451964019955355e-02,2.519225474099558326e+00,1.029727752382105788e-01,2.525058410280439425e+00,-3.724236860601837229e-02,2.631814018867620231e+00,1.295175814125968383e-01,2.439000135067913355e+00,2.481213724113560115e-01,2.377617910369328236e+00,3.173033895242811653e-01,2.372143481083760719e+00,3.435008142229289962e-01
1.438266082453369954e-01,2.682320568117694926e+00,-6.247656177166982516e-02,2.694338483820939878e+00,7.799445719979369862e-02,2.596456557135272458e+00,1.466012190553895866e-01,2.656576863793748355e+00,7.242392151098075992e-02,2.742222321050560296e+00,-1.043829354180321189e-01,2.728593147000990093e+00,-1.883136118605308607e-01,2.725265357149144307e+00,-1.316081710672090122e-01,2.811685310221410106e+00,9.283335029202000044e-02,2.600693374051025852e+00,1.084598806588583653e-01,2.485354870438493791e+00,2.417006282620670632e-02,2.644764787164181730e+00,2.229749548896016176e-01,2.491974183049060265e+00,2.498082006723425508e-01,2.652578981451572560e+00,-2.793314495414311871e-02,2.536373327248277576e+00,6.695661397693020156e-02,2.480872928111557130e+00,2.769825230616496103e-01,2.419936274122395758e+00,3.090392409409057350e-01,2.415073463379899810e+00,4.035759745357772044e-01
2.316843678696400843e-02,2.670572567029810163e+00,-9.743987578057611287e-02,2.620658487972618467e+00,1.956425507750680914e-02,2.585428497742914278e+00,5.726798780545383494e-04,2.689895475323506258e+00,5.283225087224074912e-02,2.795843115182088390e+00,-1.117713500909909285e-01,2.773269425206187577e+00,-1.389337833572152903e-01,2.708827215025226387e+00,-5.821740013129161895e-02,2.746935434443551038e+00,3.147803324839082428e-02,2.534586697002445987e+00,1.962218523547365479e-01,2.528480037783285894e+00,6.920868921551792674e-02,2.600563318233522381e+00,1.920180924711367698e-01,2.444132885636614461e+00,6.879326212553515951e-02,2.681889830669369257e+00,-2.793314495414311871e-02,2.647753453135989421e+00,1.844391319726443879e-01,2.466433311671642592e+00,2.676732994097743568e-01,2.314577246606359218e+00,4.983183280710885565e-01,2.506610489741150971e+00,4.185934026858728618e-01
-9.456070655368575828e-02,2.753504210379134953e+00,-9.340490778565979646e-02,2.697793224413556512e+00,-2.388420087569653738e-02,2.562446988039125628e+00,1.062623104452347089e-01,2.700144414271343773e+00,4.749468680041424307e-02,2.733958172467184866e+00,-1.738739954206165450e-01,2.785954608105890351e+00,-1.389337833572152903e-01,2.637503385453265903e+00,8.632640933184965171e-02,2.754798658391048427e+00,1.828081459244490503e-02,2.542273741063793224e+00,1.805431611090952959e-01,2.562489606879432280e+00,4.771519562407045001e-02,2.620133270889755117e+00,1.478823664266577520e-01,2.519737509855801694e+00,4.527931981612498546e-02,2.610706188407928785e+00,-3.972507520728973951e-02,2.642062957815457747e+00,2.307199575386187362e-02,2.403738191670618640e+00,3.402831812714468551e-01,2.319924454947242864e+00,3.564845672158949430e-01,2.339980874916955944e+00,4.054587980149870763e-01
5.228958188408583396e-02,2.654776886054960094e+00,-6.247656177166982516e-02,2.632380500028881798e+00,4.743962869626372481e-02,2.723850701550551534e+00,2.185072602771132022e-01,2.667845554640081218e+00,-1.009776691116259784e-02,2.778271688209859924e+00,5.749558736793192182e-02,2.657744126703568188e+00,-1.056151718274573881e-01,2.737499220049546267e+00,-6.851127523919875451e-02,2.726923284772291289e+00,-6.081552459220240792e-02,2.569848640399740702e+00,1.508632615435618884e-01,2.562489606879432280e+00,7.455589755640135152e-02,2.600563318233522381e+00,2.426059400291291634e-01,2.509545610021289175e+00,1.420057268958032637e-01,2.587166257066897845e+00,8.116222205156287117e-03,2.649636276615199293e+00,1.103986320293126600e-01,2.490552792189826281e+00,3.599141664109744010e-01,2.362574813017496389e+00,3.496471853156135623e-01,2.405393599301630658e+00,4.089135386076037104e-01
